Id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
1656,460000,3,2,1760,9055,2,0,0,4,1760,0,1985,0,5003 159th Ct NE,Redmond,WA 98052,USA
1657,469000,2,1,1030,4400,1,0,0,3,1030,0,1924,2011,310 NW 72nd St,Seattle,WA 98117,USA
1658,528000,2,0.75,840,40642,1,1,4,4,840,0,1937,0,8907 SW Quartermaster Dr,Vashon,WA 98070,USA
1659,875000,4,3.5,3110,108464,2,0,2,4,3110,0,1979,0,24119 SE 18th Pl,Sammamish,WA 98075,USA
1660,486445.8333,3,1.75,1880,10032,1,0,0,4,1880,0,1984,0,13345 SE 55th Pl,Bellevue,WA 98006,USA
1661,340000,3,2.25,2120,13090,1,0,0,3,2120,0,1997,0,1310 G St SE,Auburn,WA 98002,USA
1662,1059500,5,3.25,3230,3825,2,0,0,3,2480,750,2014,0,6729 Earl Ave NW,Seattle,WA 98117,USA
1663,1140000,4,2.25,3310,127631,2,0,0,5,3310,0,1924,1956,15445 NE 144th Pl,Woodinville,WA 98072,USA
1664,247200,3,1.75,1370,8719,1,0,0,3,1370,0,1982,0,26303 191st Pl SE,Covington,WA 98042,USA
1665,804995,5,1.5,3360,5402,2,0,0,3,3360,0,2014,0,21481 SE 2nd Pl,Sammamish,WA 98074,USA
1666,265000,3,2,1570,5706,1,0,0,3,1570,0,1998,2006,11549 SE 319th Pl,Auburn,WA 98092,USA
1667,330000,3,2.5,2210,7557,2,0,0,3,2210,0,1989,0,32739 47th Ave SW,Federal Way,WA 98023,USA
1668,315000,3,2.5,1880,7000,2,0,0,3,1880,0,1993,0,11718 SE 203rd St,Kent,WA 98031,USA
1669,2065000,4,3.75,4350,7965,2,0,0,3,4350,0,2013,1923,2000-2098 102nd Ave NE,Bellevue,WA 98004,USA
1670,657500,3,2.5,2670,10496,2,0,0,3,2670,0,1989,0,1917 235th Ct NE,Sammamish,WA 98074,USA
1671,457500,3,2.25,1430,2003,2,0,0,3,980,450,1996,0,1362 31st Ave S,Seattle,WA 98144,USA
1672,302000,5,2.25,2180,7813,2,0,0,3,2180,0,1986,0,26405 218th Ave SE,Maple Valley,WA 98038,USA
1673,330000,3,2.5,3040,7232,2,0,0,3,3040,0,2003,0,29678 130th Way SE,Auburn,WA 98092,USA
1674,501000,2,1,1010,4320,1,0,0,5,1010,0,1924,1956,7550 Roosevelt Way NE,Seattle,WA 98115,USA
1675,392000,4,2.75,1940,6555,2,0,0,3,1940,0,1990,2009,25804-25810 Lake Wilderness Country Club Dr SE,Maple Valley,WA 98038,USA
1676,383000,3,2.25,2090,15000,1,0,0,3,2090,0,1961,2004,608 Riverside Dr SE,North Bend,WA 98045,USA
1677,367500,3,1.5,1410,9647,1,0,0,3,1410,0,1961,2004,18048 3rd Ave NW,Shoreline,WA 98177,USA
1678,662990,3,1.75,1240,3600,1.5,0,0,5,1240,0,1926,0,2552 57th Ave SW,Seattle,WA 98116,USA
1679,232333.3333,3,2.25,2430,73151,1,0,0,3,2430,0,1974,0,14221 W Lake Kathleen Dr SE,Renton,WA 98059,USA
1680,284000,3,1.75,1800,23103,1,0,0,3,1800,0,1968,1997,32418 NE 50th St,Carnation,WA 98014,USA
1681,578000,4,2.5,2070,5415,2,0,0,3,2070,0,1996,0,25024 SE 41st Dr,Issaquah,WA 98029,USA
1682,465000,4,2.5,2090,9702,1,0,0,5,1320,770,1965,0,16135 Densmore Ave N,Shoreline,WA 98133,USA
1683,369950,3,2,1270,1320,3,0,0,3,1270,0,2006,0,8846 Midvale Ave N,Seattle,WA 98103,USA
1684,1400000,5,4.25,3530,7924,2,0,0,3,3530,0,2001,0,2278 72nd Ave SE,Mercer Island,WA 98040,USA
1685,1550000,5,4.25,6070,171626,2,0,0,3,6070,0,1999,0,29433 SE 15th Pl,Fall City,WA 98024,USA
1686,280000,3,2.5,1600,4271,2,0,0,3,1600,0,2000,0,5146 S 303rd Pl,Auburn,WA 98001,USA
1687,820000,3,2.25,2880,9750,2,0,0,3,2880,0,1989,0,16614 SE 50th Pl,Bellevue,WA 98006,USA
1688,490600,3,2.5,3316,11447,2,0,0,3,3316,0,1986,0,33247-33248 2nd Pl SW,Federal Way,WA 98023,USA
1689,372500,5,3,2480,10090,1,0,0,3,1300,1180,2004,2003,5537 S 119th St,Seattle,WA 98178,USA
1690,540000,3,2.75,2750,18029,1,0,2,5,1810,940,1978,0,4708 154th Pl SE,Bellevue,WA 98006,USA
1691,675000,3,2.25,1990,10260,2,0,0,4,1990,0,1987,0,16822 NE 87th St,Redmond,WA 98052,USA
1692,418800,4,2.25,2100,9984,1,0,0,4,1290,810,1973,0,7422-7426 NE 148th Ln,Kenmore,WA 98028,USA
1693,861990,5,2.75,3595,5639,2,0,0,3,3595,0,2014,0,9622 242nd Way NE,Redmond,WA 98053,USA
1694,604000,4,2.5,2260,7753,2,0,0,3,2260,0,1989,0,3809 260th Ave SE,Issaquah,WA 98029,USA
1695,373000,5,2.5,3001,5710,2,0,0,3,3001,0,2006,0,25523 123rd Pl SE,Kent,WA 98030,USA
1696,336000,3,2.25,2760,10160,1,0,0,3,2760,0,1969,2010,14213 SE 170th St,Renton,WA 98058,USA
1697,530000,4,2.25,1980,15086,2,0,0,3,1980,0,1981,2013,20703 NE 42nd Pl,Sammamish,WA 98074,USA
1698,1800000,4,3.5,4460,16953,1,0,0,3,2550,1910,1962,1994,2625 82nd Ave NE,Medina,WA 98039,USA
1699,499950,4,2.5,2798,4473,2,0,0,3,2798,0,2012,1912,19296-19336 102nd Ave SE,Renton,WA 98055,USA
1700,335000,4,2.75,2540,7210,1,0,0,4,1600,940,1979,0,15901-15999 131st Pl SE,Renton,WA 98058,USA
1701,345000,3,1.75,1990,5650,1,0,1,3,1320,670,1963,2008,10238 65th Ave S,Seattle,WA 98178,USA
1702,1195000,5,2.75,3650,13297,2,0,0,5,2750,900,1969,0,5912 83rd Pl SE,Mercer Island,WA 98040,USA
1703,282766.6667,4,2,1700,8640,1,0,0,3,850,850,1955,2010,3706 140th Ave SE,Bellevue,WA 98006,USA
1704,480000,5,2.75,2550,7725,1,0,0,5,1390,1160,1967,0,12570 SE 72nd St,Newcastle,WA 98056,USA
1705,408000,5,3.25,2820,6589,1.5,0,0,3,2320,500,1906,2014,7403 48th Ave S,Seattle,WA 98118,USA
1706,665000,2,1,1110,3200,1,0,0,3,1110,0,1925,2002,1604 1st Ave W,Seattle,WA 98119,USA
1707,480000,4,1.75,2320,4322,1,0,0,3,1140,1180,1910,2006,3149 35th Ave S,Seattle,WA 98144,USA
1708,100000,2,1,910,22000,1,0,0,3,910,0,1956,2001,138 Seattle Blvd S,Algona,WA 98001,USA
1709,645000,3,3.25,1730,1229,2,0,2,3,1320,410,2008,0,1949-1953 9th Ave W,Seattle,WA 98119,USA
1710,325000,2,1,800,7260,1,0,0,3,800,0,1953,0,7354 27th Ave SW,Seattle,WA 98126,USA
1711,410000,3,1,2710,19000,2,0,3,4,2710,0,1950,1983,17449 Sylvester Rd SW,Burien,WA 98166,USA
1712,1200000,3,1.75,1560,8078,1.5,1,4,4,1560,0,1928,0,3603 W Mercer Way,Mercer Island,WA 98040,USA
1713,560000,3,2.5,1960,6058,2,0,0,3,1960,0,2002,0,2501-2507 248th Terrace NE,Sammamish,WA 98074,USA
1714,260000,3,2,1630,8018,1,0,0,3,1630,0,2003,0,311 Dereks Pl,Pacific,WA 98047,USA
1715,420000,5,2.75,2280,10319,1,0,0,3,1300,980,1959,1989,504 NW 175th Ct,Shoreline,WA 98177,USA
1716,755000,4,2.75,2880,4000,1.5,0,0,3,2100,780,1912,2000,2101 31st Ave S,Seattle,WA 98144,USA
1717,300000,6,5.25,2860,5682,2,0,0,3,2860,0,1978,0,606 5th St SE,Auburn,WA 98002,USA
1718,374000,3,1,1200,9800,1,0,0,4,1200,0,1971,0,15616 173rd Ave NE,Woodinville,WA 98072,USA
1719,1365000,3,2.5,2090,6000,1.5,0,0,4,2090,0,1928,0,3832 43rd Ave NE,Seattle,WA 98105,USA
1720,565000,3,2.25,1520,1221,3,0,0,3,1520,0,2013,1923,1512 NW 62nd St,Seattle,WA 98107,USA
1721,576000,3,2.5,1940,9000,1,0,0,4,970,970,1948,0,8817 28th Ave NW,Seattle,WA 98117,USA
1722,225000,3,1.75,1330,13102,1,0,0,3,1330,0,1968,1997,903 S 317th St,Federal Way,WA 98003,USA
1723,210000,2,1.5,880,1157,2,0,0,3,880,0,2007,0,9413 34th Ave SW,Seattle,WA 98126,USA
1724,132250,4,2.25,1830,8734,2,0,0,4,1830,0,1991,0,12116 SE 261st Ct,Kent,WA 98030,USA
1725,640000,2,2.25,1540,958,3,0,0,3,1540,0,2007,0,1806 11th Ave,Seattle,WA 98122,USA
1726,700000,3,2.75,2500,7378,1,0,0,5,1390,1110,1948,1985,10050 11th Ave NW,Seattle,WA 98177,USA
1727,475000,3,2.5,1700,9100,1,0,0,3,1160,540,1998,2006,7318 36th Ave SW,Seattle,WA 98126,USA
1728,304700,2,1,740,5995,1,0,0,4,740,0,1949,1985,13715 Wallingford Ave N,Seattle,WA 98133,USA
1729,953007,4,3.5,3120,5086,2,0,0,3,2480,640,2008,0,6511 37th Ave NE,Seattle,WA 98115,USA
1730,245000,3,2,1410,5760,1,0,0,3,1410,0,1985,0,25813 117th Pl SE,Kent,WA 98030,USA
1731,455000,3,1.75,1180,14292,1,0,0,3,1180,0,1981,2013,45506 SE Tanner Rd,North Bend,WA 98045,USA
1732,299000,3,1.75,1180,13927,1,0,0,5,1180,0,1962,0,18438 SE 135th St,Renton,WA 98059,USA
1733,455000,4,2.5,3170,10688,2,0,2,3,3170,0,2001,0,1118 U St NW,Auburn,WA 98001,USA
1734,242000,3,2,1260,8092,1,0,0,3,1260,0,1986,0,21611 SE 266th St,Maple Valley,WA 98038,USA
1735,438000,2,1,980,1179,2,0,0,3,980,0,2010,0,2050 14th Ave W,Seattle,WA 98119,USA
1736,702500,3,1.5,2360,6750,2,0,0,5,1930,430,1926,0,2145 N 88th St,Seattle,WA 98103,USA
1737,735000,4,2.75,2450,4187,2,0,2,3,2450,0,2010,0,1750 10th Ave NE,Issaquah,WA 98029,USA
1738,380000,4,3,2800,9764,2,0,0,3,2800,0,2002,0,24729 SE 276th Pl,Maple Valley,WA 98038,USA
1739,252750,4,1,1230,7410,1.5,0,0,3,1230,0,1944,0,650 SW 137th St,Burien,WA 98166,USA
1740,802000,2,2.5,2210,6327,1,0,0,3,2210,0,2003,0,23216 NE 126th St,Redmond,WA 98053,USA
1741,550000,4,2.75,2160,5005,1,0,0,3,1430,730,1987,2000,9417 25th Ave NE,Seattle,WA 98115,USA
1742,257500,4,1.75,2420,7672,1,0,0,3,1480,940,1979,2014,4473 192nd Ave SE,Issaquah,WA 98027,USA
1743,330000,4,3.5,3150,6202,2,0,0,3,3150,0,2005,0,22547 134th Pl SE,Kent,WA 98042,USA
1744,560000,4,2.5,2710,6583,2,0,0,3,2710,0,2003,0,612 Orcas Ave NE,Renton,WA 98059,USA
1745,330000,6,2.25,3040,28535,1,0,0,3,1890,1150,1951,1994,614 Hazel Ave N,Kent,WA 98030,USA
1746,431500,3,3.5,1900,1612,2,0,0,3,1430,470,2008,0,6527 41st Ave SW,Seattle,WA 98136,USA
1747,1388000,4,3,4040,20001,1,0,0,3,2020,2020,1972,2001,3418 96th Ave NE,Clyde Hill,WA 98004,USA
1748,351999,3,2.5,2370,4200,2,0,0,3,2370,0,2014,0,25828 243rd Ave SE,Maple Valley,WA 98038,USA
1749,625000,4,1,1600,5500,1.5,0,0,4,1600,0,1946,1989,9510 28th Ave NW,Seattle,WA 98117,USA
1750,223000,3,1,1030,9120,1,0,0,3,1030,0,1961,2004,26825 33rd Ave S,Kent,WA 98032,USA
1751,839900,4,3.5,3810,13592,1,0,1,3,2560,1250,2013,1923,2411 Meadow Ave N,Renton,WA 98056,USA
1752,289000,3,2.5,2090,4700,2,0,0,3,2090,0,2002,0,17814 SE 257th St,Covington,WA 98042,USA
1753,570000,6,3.75,4000,6015,2,0,2,3,3080,920,2004,2003,16638 SE 167th St,Renton,WA 98058,USA
1754,460000,2,2.25,1230,929,2,0,0,3,1020,210,2004,2003,100 24th Ave E,Seattle,WA 98112,USA
1755,745000,4,3.25,3490,7024,2,0,0,3,3490,0,2006,0,27520 SE 28th Ct,Sammamish,WA 98075,USA
1756,545000,3,2.5,1940,9775,1,0,2,3,1440,500,1975,0,12710 89th Pl NE,Kirkland,WA 98034,USA
1757,305000,4,1,2100,9288,1,0,0,4,1050,1050,1968,0,16423 126th Pl SE,Renton,WA 98058,USA
1758,800000,2,1,1740,5719,1,0,0,3,1740,0,1955,2005,6116 Kirkwood Pl N,Seattle,WA 98103,USA
1759,337500,5,2,1700,7314,1,0,0,3,1000,700,1956,2001,6000-6048 22nd Ave S,Seattle,WA 98108,USA
1760,1100000,3,2.5,2200,20000,1,0,1,3,1400,800,1952,2008,3244 112th Ave SE,Bellevue,WA 98004,USA
1761,670000,6,3,4050,36171,2,0,0,4,2620,1430,1970,0,14717 245th Ave SE,Issaquah,WA 98027,USA
1762,205000,2,1,720,5040,1,0,0,3,720,0,1955,2005,8448 Delridge Way SW,Seattle,WA 98106,USA
1763,2680000,5,3,4290,20445,2,0,0,4,4290,0,1985,0,1209 Evergreen Point Rd,Medina,WA 98039,USA
1764,480000,3,2,1470,10052,1,0,0,4,1470,0,1956,0,13341 12th Ave NE,Seattle,WA 98125,USA
1765,1309500,4,4.5,4750,13912,2,0,2,3,3600,1150,2005,0,7732 Seward Park Ave S,Seattle,WA 98118,USA
1766,660000,3,1.75,1980,3300,1.5,0,0,4,1140,840,1926,1993,6040 27th Ave NE,Seattle,WA 98115,USA
1767,580000,3,2.5,2200,11000,2,0,2,3,2200,0,1978,0,1430-1920 W Lake Sammamish Pkwy SE,Bellevue,WA 98008,USA
1768,835000,2,2,2280,6815,1,0,0,3,2280,0,2002,0,12439 235th Pl NE,Redmond,WA 98053,USA
1769,215000,3,1.75,1210,8075,1,0,0,4,1210,0,1983,0,127 Chicago Blvd S,Pacific,WA 98047,USA
1770,300000,3,1,930,5160,1.5,0,0,5,930,0,1919,1934,8631 17th Ave SW,Seattle,WA 98106,USA
1771,610000,5,2.5,3990,3839,1,0,0,4,1990,2000,1962,0,431 26th Ave E,Seattle,WA 98112,USA
1772,129000,1,1,650,15364,1,0,0,4,650,0,1967,0,13712 SE 256th Pl,Kent,WA 98042,USA
1773,750000,4,2.25,3190,11597,2,0,0,3,2300,890,1984,0,2513 225th Pl NE,Sammamish,WA 98074,USA
1774,278900,3,1,990,9798,1,0,0,3,990,0,1968,1997,13101 NE 193rd Pl,Woodinville,WA 98072,USA
1775,275000,3,2.5,1600,7000,2,0,0,4,1600,0,1993,0,21326 SE 277th Pl,Maple Valley,WA 98038,USA
1776,287919.7826,2,1,870,4600,1,0,0,4,870,0,1942,1982,8506 37th Ave SW,Seattle,WA 98126,USA
1777,262500,3,1.5,1160,8906,1,0,0,3,1160,0,1962,2003,7327 33rd Ave S,Seattle,WA 98118,USA
1778,243000,2,1,1770,5522,1.5,0,0,4,960,810,1943,0,8040 S 118th St,Seattle,WA 98178,USA
1779,700000,3,2.5,2030,8398,2,0,0,4,2030,0,1975,0,18307 NE 19th Pl,Bellevue,WA 98008,USA
1780,599000,7,2.5,2580,5750,1,0,0,4,1880,700,1901,0,125 30th Ave,Seattle,WA 98122,USA
1781,328000,4,2.5,2370,6500,2,0,0,3,2370,0,1998,2006,12621 SE 300th Way,Auburn,WA 98092,USA
1782,274750,4,2.5,1840,1562,2,0,0,3,1400,440,2004,2003,2414 SW Holden St,Seattle,WA 98106,USA
1783,550000,4,2.5,2700,5100,1,0,0,4,1440,1260,1968,0,3946 SW Portland St,Seattle,WA 98136,USA
1784,999000,7,4,3150,34830,1,0,0,3,3150,0,1957,2005,714 145th Ave SE,Bellevue,WA 98007,USA
1785,540000,4,2.5,1780,4169,2,0,0,3,1780,0,1994,0,25025 SE 42nd St,Issaquah,WA 98029,USA
1786,1532500,5,4.5,4270,8076,2,0,0,3,3400,870,2007,0,11017 101st Pl NE,Kirkland,WA 98033,USA
1787,267345,4,2.25,2510,8165,1,0,0,4,1610,900,1972,0,2831 SW 327th St,Federal Way,WA 98023,USA
1788,251555.5556,3,1,1750,7800,1,0,0,4,1150,600,1956,0,16004 7th Ave SW,Burien,WA 98166,USA
1789,337000,4,3,2240,8504,2,0,0,3,2240,0,1992,0,14532-14536 31st Ave NE,Shoreline,WA 98155,USA
1790,285000,3,1,1210,4731,1.5,0,0,3,1210,0,1901,0,7749-7999 31st Ave NW,Seattle,WA 98117,USA
1791,220000,4,2.5,2160,8005,2,0,0,3,2160,0,1993,0,767 Oakhurst Dr,Pacific,WA 98047,USA
1792,276900,2,1,1350,10096,1,0,2,4,1350,0,1952,0,428 Orchard Ave NE,North Bend,WA 98045,USA
1793,480000,2,1,1060,3040,1,0,0,3,860,200,1924,2011,2342 N 60th St,Seattle,WA 98103,USA
1794,1325000,5,2.25,3200,20158,1,0,0,3,1600,1600,1965,1993,2154-2398 94th Ave NE,Clyde Hill,WA 98004,USA
1795,585000,3,2,1670,4572,1.5,0,0,3,1670,0,1931,0,7705 13th Ave NW,Seattle,WA 98117,USA
1796,594000,3,2.25,1270,1406,2,0,0,3,1060,210,2014,0,4757 41st Ave NE,Seattle,WA 98105,USA
1797,400000,3,1,1430,10005,1.5,0,0,4,1430,0,1950,1983,12231 Densmore Ave N,Seattle,WA 98133,USA
1798,324500,3,2.5,1660,3990,2,0,0,3,1660,0,2009,0,8132 Wolcott Ave S,Seattle,WA 98118,USA
1799,1280000,4,3.5,4660,17398,2,0,2,3,4660,0,2003,0,17069 SE 65th Pl,Bellevue,WA 98006,USA
1800,557500,3,1.75,1900,11165,1,0,0,4,1900,0,1959,0,3430 166th Ave SE,Bellevue,WA 98008,USA
1801,850000,3,1.75,1370,3850,1,0,0,5,770,600,1911,1988,2015 42nd Ave E,Seattle,WA 98112,USA
1802,249900,3,2,1310,6738,1,0,0,4,1310,0,1990,0,19240 SE 259th Pl,Covington,WA 98042,USA
1803,527700,5,2.5,2820,9375,1,0,0,4,1550,1270,1968,0,15910 SE 42nd Pl,Bellevue,WA 98006,USA
1804,688000,3,3,3450,16200,2,0,0,3,3450,0,1983,2009,22401 NE 25th Way,Sammamish,WA 98074,USA
1805,299800,2,1,790,5240,1,0,0,4,790,0,1925,1968,8041-8299 Beacon Ave S,Seattle,WA 98118,USA
1806,554000,4,1,1120,7104,1.5,0,0,3,1120,0,1946,0,1212 NW 105th St,Seattle,WA 98177,USA
1807,505000,3,2.5,2100,5824,2,0,2,3,2100,0,1999,0,7418 Dogwood Ln SE,Snoqualmie,WA 98065,USA
1808,309212,3,1.75,1150,9600,1,0,0,3,1150,0,1979,2014,42511 SE 175th Pl,North Bend,WA 98045,USA
1809,410000,4,1.75,1790,11875,1,0,0,4,1490,300,1969,0,560 SW Fernwood St,Issaquah,WA 98027,USA
1810,515000,2,1,1680,6500,1,0,0,4,1140,540,1941,1998,5906 44th Ave SW,Seattle,WA 98136,USA
1811,427000,3,2.5,2432,9391,2,0,2,3,2432,0,2005,0,28461 54th Ave S,Federal Way,WA 98001,USA
1812,220000,3,2,1410,7998,1,0,0,4,1410,0,1940,2001,11851 44th Pl S,Tukwila,WA 98178,USA
1813,535000,3,1,1580,6300,1,0,0,3,1180,400,1925,2002,2108 W Bertona St,Seattle,WA 98199,USA
1814,349000,3,2.5,1430,1002,3,0,0,3,1430,0,2002,0,720 N 95th St,Seattle,WA 98103,USA
1815,450000,2,1,1380,4390,1,0,0,4,880,500,1931,0,9024 5th Ave NE,Seattle,WA 98115,USA
1816,754800,2,2.5,2770,7781,2,0,0,3,2770,0,2006,0,Sunrise Loop Trail,Redmond,WA 98053,USA
1817,556000,5,2.5,3840,16905,2,0,0,3,3840,0,1991,0,739 SW 337th St,Federal Way,WA 98023,USA
1818,374950,3,2.25,1390,1484,3,0,0,3,1390,0,2007,0,8548 Nesbit Ave N,Seattle,WA 98103,USA
1819,160000,3,1,1350,8700,1.5,0,0,3,1350,0,1942,1999,17052 34th Ave S,SeaTac,WA 98188,USA
1820,549000,2,1,2034,13392,1,1,4,5,1159,875,1947,0,13013 SW Bachelor Rd,Vashon,WA 98070,USA
1821,450000,4,1,2000,4676,1.5,0,0,3,1250,750,1916,1986,5421-5499 52nd Terrace S,Seattle,WA 98118,USA
1822,902000,4,2.5,3030,8507,2,0,0,3,3030,0,2003,0,6909 123rd Ave NE,Kirkland,WA 98033,USA
1823,335950,2,1.5,800,5192,1,0,0,5,800,0,1951,0,10203 42nd Ave SW,Seattle,WA 98146,USA
1824,295000,3,2.25,1980,8000,1,0,0,4,1560,420,1974,0,31966 36th Ave SW,Federal Way,WA 98023,USA
1825,293000,4,2.5,3250,235063,1,0,2,3,3250,0,1973,2013,17101-17103 SE 383rd St,Auburn,WA 98092,USA
1826,279000,2,1,670,6300,1,0,0,5,670,0,1942,0,9716 33rd Ave SW,Seattle,WA 98126,USA
1827,782000,2,1.5,1570,3600,1.5,0,2,4,1320,250,1906,1990,1922 5th Ave W,Seattle,WA 98119,USA
1828,432000,3,1.75,1470,6250,1,0,3,4,1070,400,1939,1989,3715 NE 153rd St,Lake Forest Park,WA 98155,USA
1829,585000,3,2.5,1910,1501,2.5,0,0,3,1530,380,2007,0,2637 22nd Ave W,Seattle,WA 98199,USA
1830,1500000,3,1.75,2430,12757,1,0,2,4,1340,1090,1952,0,9842 Vineyard Crest,Bellevue,WA 98004,USA
1831,119500,3,1,1170,11000,1,0,0,2,1170,0,1980,0,14800 Kennedy Pl NE,Duvall,WA 98019,USA
1832,440500,3,2.5,2460,4399,2,0,0,3,2460,0,2007,0,34214 SE Carmichael St,Snoqualmie,WA 98065,USA
1833,403000,3,2,1960,13100,1,0,2,5,1650,310,1957,0,17825 4th Ave SW,Normandy Park,WA 98166,USA
1834,920000,4,3.5,4080,10666,2,0,0,3,4080,0,2005,0,8950 237th Pl NE,Redmond,WA 98053,USA
1835,429000,5,2.5,2340,4500,2,0,0,3,2340,0,2009,0,526 Elma Pl NE,Renton,WA 98059,USA
1836,875000,3,3.5,3250,6000,2,0,0,3,2500,750,2001,0,5422 46th Ave SW,Seattle,WA 98136,USA
1837,401000,3,2,1240,11172,1,0,0,3,1000,240,1984,0,3027 230th Pl NE,Sammamish,WA 98074,USA
1838,370000,3,1.5,2380,14500,1,0,0,4,1850,530,1961,2001,6340 NE 196th St,Kenmore,WA 98028,USA
1839,540833.3333,3,2,1640,9972,1,0,0,4,1640,0,1977,0,25218 SE 31st Pl,Sammamish,WA 98075,USA
1840,599999,9,4.5,3830,6988,2.5,0,0,3,2450,1380,1938,2003,8809 Densmore Ave N,Seattle,WA 98103,USA
1841,289000,3,2,1680,8424,1,0,0,3,1680,0,1993,0,710 Victor St,Enumclaw,WA 98022,USA
1842,306000,4,2.5,2490,8124,2,0,0,3,2490,0,2001,0,29742 129th Pl SE,Auburn,WA 98092,USA
1843,440000,2,1,1230,6600,1,0,0,3,1130,100,1906,2014,3934 S Hudson St,Seattle,WA 98118,USA
1844,349950,3,1,1400,7066,1,0,0,3,1400,0,1957,2000,11515 4th Ave NE,Seattle,WA 98125,USA
1845,675000,5,2.5,2820,67518,2,0,0,3,2820,0,1979,2014,23525 SE 32nd Way,Issaquah,WA 98029,USA
1846,1728000,4,3,3700,20570,1,0,0,4,1850,1850,1976,1992,1206 86th Ave NE,Bellevue,WA 98004,USA
1847,762400,3,1.75,2430,14607,1,0,1,3,1230,1200,1949,1970,4854 E Mercer Way,Mercer Island,WA 98040,USA
1848,505000,3,2.5,1610,4611,2,0,0,3,1610,0,1996,0,24944 SE 43rd St,Issaquah,WA 98029,USA
1849,400000,3,2,1760,6875,1,0,0,4,1760,0,1967,0,Brooktrails Trail 14,Woodinville,WA 98072,USA
1850,332000,1,1,960,2640,1,0,0,3,760,200,1908,1988,2919 E Harrison St,Seattle,WA 98112,USA
1851,307000,3,1,1150,6000,1.5,0,0,3,1150,0,1927,2011,227 W 2nd St,North Bend,WA 98045,USA
1852,491950,3,2.25,2090,10733,1,0,0,3,1440,650,1958,2004,4401 NE 95th St,Seattle,WA 98115,USA
1853,2400000,4,3.25,4140,20734,1,0,1,3,3300,840,1977,2005,9415 NE 27th St,Clyde Hill,WA 98004,USA
1854,575000,4,2.5,4620,20793,2,0,0,4,4620,0,1991,0,480 SW 345th St,Federal Way,WA 98023,USA
1855,145000,3,1,1010,5490,1,0,0,3,1010,0,1954,2005,14056 31st Ave S,SeaTac,WA 98168,USA
1856,950000,3,3.25,3050,18892,1,1,4,4,1650,1400,1962,0,554-598 S 239th St,Des Moines,WA 98198,USA
1857,333000,2,1,720,6686,1,0,0,3,720,0,1942,1999,9716 4th Ave NW,Seattle,WA 98117,USA
1858,235000,2,1,1140,1730,1.5,0,0,3,1010,130,2007,0,3002 SW Cycle Ct,Seattle,WA 98126,USA
1859,234000,3,2,1640,5280,1.5,0,0,5,1640,0,1910,0,28 M St NE,Auburn,WA 98002,USA
1860,660000,3,2.5,2450,4332,2,0,0,3,2450,0,2010,0,10741 242nd Pl NE,Redmond,WA 98053,USA
1861,1600000,6,5,6050,230652,2,0,3,3,6050,0,2001,0,29236 SE 5th St,Fall City,WA 98024,USA
1862,415000,4,2.5,2170,8518,1,0,3,3,1350,820,1955,2005,10842 Garden Pl S,Seattle,WA 98178,USA
1863,749000,3,2.5,2670,10338,2,0,0,3,2670,0,1987,2000,14583 NE 58th St,Bellevue,WA 98007,USA
1864,451000,5,2.75,2830,8925,1.5,0,0,3,2830,0,1967,2011,12112 NE 143rd Pl,Kirkland,WA 98034,USA
1865,400000,3,2.25,1450,4706,2,0,0,3,1450,0,2009,0,8018 NE 183rd St,Kenmore,WA 98028,USA
1866,420000,3,2.25,1770,8165,2,0,0,3,1770,0,1977,2004,12921 79th Pl NE,Kirkland,WA 98034,USA
1867,294700,3,2,1970,9600,1,0,0,4,1300,670,1967,0,2604 S 357th St,Federal Way,WA 98003,USA
1868,271310,2,1,870,5340,1.5,0,0,2,870,0,1906,0,2019 24th Ave S,Seattle,WA 98144,USA
1869,400000,3,2.25,2140,11266,2,0,0,3,2140,0,1986,0,27818 NE 141st St,Duvall,WA 98019,USA
1870,452500,5,3.5,5960,13703,2,0,2,3,4770,1190,1984,0,510 175th Pl NE,Bellevue,WA 98008,USA
1871,399888,4,2.25,1820,8255,1.5,0,0,4,1320,500,1930,0,1559 N 130th St,Seattle,WA 98133,USA
1872,275000,3,1.5,1180,10277,1,0,0,3,1180,0,1983,2009,12425 415th Ave SE,North Bend,WA 98045,USA
1873,650000,5,1.75,1260,4500,1.5,0,0,3,1260,0,1926,2003,830 W Armour St,Seattle,WA 98119,USA
1874,234000,3,1.75,1490,8366,1,0,0,4,1010,480,1975,0,25305 151st Pl SE,Covington,WA 98042,USA
1875,450000,3,1.5,2330,11740,1,0,0,3,1330,1000,1954,2005,16359 35th Ave NE,Lake Forest Park,WA 98155,USA
1876,710000,2,1.5,1640,4080,1.5,0,0,5,1540,100,1916,0,4532 Latona Ave NE,Seattle,WA 98105,USA
1877,445000,3,1,1050,5664,1,0,0,4,910,140,1947,1988,8244 40th Ave NE,Seattle,WA 98115,USA
1878,365000,3,2.5,1720,99916,2,0,0,4,1720,0,1990,0,29245 188 Ave SE,Kent,WA 98042,USA
1879,646000,5,2.75,2870,4461,1,0,0,3,1650,1220,1976,0,6316 26th Ave NW,Seattle,WA 98107,USA
1880,487585,4,1.75,2010,9211,1,0,0,3,1470,540,1977,2004,13313 127th Pl NE,Kirkland,WA 98034,USA
